Number;Number 1;Number 2
82902;28692;74666
42534;26945;41260
83604;74811;18549
16158;19427;34791
78008;49778;5411
43332;18098;49704
58591;61153;34974
85822;31265;3313
94106;12182;24122
24329;46253;56068
82703;61334;2408
21593;22955;28903
99319;26256;42057
28655;78902;2236
86108;53027;91219
22266;44820;62798
86180;89788;57890
5759;17410;87295
87154;67064;79372
85286;74380;53672
70597;26498;51379
89600;21281;54234
77827;53564;41064
94792;34848;44183
50708;10332;47940
58493;56387;58545
8173;37340;52731
29136;58816;42661
39888;88808;30345
23278;12134;17850
37848;32545;83942
58299;61793;99980
53602;9915;7934
19186;13639;84064
19905;37936;28974
10056;12085;23272
56548;13574;92059
22063;57717;31627
5135;29487;49091
23001;58911;95309
83851;77537;83181
85399;15478;93389
50295;22811;86018
77207;88735;92960
50040;67683;41926
77755;80265;24194
4289;66647;45017
31684;24856;94869
86376;34641;81943
82624;30358;86166
14286;83872;18584
19634;40023;33773
96653;36481;28365
88515;6096;10496
43863;62289;60059
67556;41200;20086
46115;45485;79677
33952;14759;25738
16188;49605;44688
30680;73367;96508
71790;43278;72195
55703;62416;81482
99317;81716;15000
26155;9103;92934
59513;31057;35055
17380;53614;17456
8921;12377;37040
39863;81384;26051
91547;54153;89875
85960;10488;19351
18182;45198;57894
37849;21186;99802
20402;86963;15329
26794;93048;51424
33401;48156;51067
78709;11785;62007
67441;19123;76142
50280;77758;52070
90580;46277;83451
73157;97271;70686
31688;52174;3358
72528;6403;34956
63988;86535;5378
11556;40346;16148
50589;2596;87462
36872;68058;93830
83641;2059;78135
92670;96634;74909
65462;53097;86912
9849;36189;30848
40064;7717;84554
50090;1503;69978
48996;13048;64402
38255;35500;65440
79084;30554;50826
82216;69443;85513
99783;85680;43285
67329;61832;81962
89810;45267;97045
87995;54799;82456
21191;62491;78231
51402;53616;18035
93734;26897;8017
88969;29536;27830
33709;49082;28276
59514;84802;97126
41901;13288;64893
39275;319;97558
1759;2448;23279
48054;76185;73603
92956;7030;46250
25590;53964;50724
92444;49794;12653
29670;36835;67592
51060;23326;4330
63424;94470;97491
31072;20745;71432
26154;80934;93409
30802;84191;18561
90496;2022;29543
26836;87035;98825
20119;59051;1496
54453;90003;46893
75129;55049;52412
90278;81030;87595
6311;7630;28510
15238;82629;96591
66140;49436;5508
65979;30626;63877
52266;7422;16445
79167;43717;53312
6352;38255;72802
68151;3703;71672
72948;61375;74018
60847;93519;27823
23310;68128;3062
2334;30586;92446
4689;1650;1720
91708;37411;3114
31102;3489;4362
57466;78468;98124
53839;63677;76266
51063;47768;27584
60291;20903;95213
91737;87763;76784
31652;67913;22523
15160;96102;86399
25955;99002;1915
81356;97035;17001
16085;57198;71267
31777;76239;2720
3842;71475;37296
77235;65994;14522
17811;83024;91715
38777;54355;48655
96887;37177;5117
69242;26224;27151
27398;44557;93324
43541;82961;7729
9570;36640;54052
74993;74375;34345
12673;26427;93551
27727;22549;2971
32453;71297;15629
31433;44935;4858
32375;83758;78876
25561;84974;17450
75225;91820;28805
48637;95315;77525
56786;13819;9420
58358;94111;71946
37214;70968;22378
87846;78572;82564
95773;58299;87804
89616;20544;30126
81188;88814;86529
67558;95248;35754
12007;12684;51278
6718;13268;97804
99431;92667;65220
10879;33306;65402
19998;55586;52852
32450;54479;98390
11867;68295;35621
27438;29108;20332
57908;84735;24878
37854;45677;93005
36284;65895;41362
35918;60667;96138
42868;60342;94559
8513;92257;75343
82737;18828;41106
20703;64644;93637
68174;20816;54312
64426;21471;42698
45414;8367;12346
69255;69561;44503
47899;33144;39873
94606;76520;13112
89522;81185;55430
14765;43573;16671
37209;6987;83736
71683;56931;92907
3210;14780;13978
82257;60734;21478
22756;73655;93267
5099;42418;56915
95588;58158;57497
51446;83784;96215
65091;16312;31382
14922;14062;49307
4196;69340;17565
51006;43043;6234
42618;39139;86703
24457;30826;69164
65520;8332;44822
39023;14203;36522
16447;88832;95161
59286;23317;71050
16526;74647;40460
34410;33192;10309
35434;46375;13239
33729;44589;24927
4833;57355;89634
68572;94951;27058
14037;80541;89454
26128;60820;25598
98974;28974;42586
85380;18471;1885
6947;37202;48047
88677;22012;47942
93392;12530;63249
94560;74413;57162
99562;99527;2701
80291;1895;69235
60577;71131;84007
81290;20456;83208
57894;78414;43302
55131;27821;54354
75466;27497;83529
99320;85141;9006
93058;8555;25901
68832;98029;27267
25008;40901;54467
92661;92449;4619
19319;44908;14901
12303;13682;7981
30801;47415;80266
87539;46437;46250
81058;22354;51894
70525;6079;73025
80247;27792;36943
76917;77101;28082
5130;6115;31878
7173;63473;18375
19001;19326;47428
95204;70726;26140
62480;81374;15838
55155;77008;25289
17673;2322;39015
298;29726;9299
60321;62081;45392
36886;54455;22659
17621;7838;65830
27862;1870;43686
48765;50478;24852
55131;63730;69004
57077;44133;69526
15461;54478;32182
47114;12027;91868
85094;40079;38351
51695;55145;28241
79577;98220;23737
40182;34005;43156
52605;94178;64275
53382;76387;97395
26640;18168;26441
62353;26178;14033
93829;77872;35984
8381;32462;90843
68231;77656;17023
92893;57799;32197
53642;91903;776
29152;67828;40549
74362;26759;4814
76443;29252;76661
58020;59670;50894
19229;23350;12285
7021;63618;8026
96735;52030;8487
72944;95272;17159
57750;46310;24817
899;48133;87745
95218;58987;65219
72253;99205;52303
92208;47725;81566
46335;8150;72141
19150;14195;3243
27167;1548;12447
86086;35468;44761
6046;87838;3827
4161;77749;86752
86007;42225;53109
18706;41658;84907
16166;82408;9958
55757;85923;78576
81042;96112;83784
54303;73067;15965
9876;85161;19457
63337;21541;1807
47951;48498;1569
99824;11492;92892
6451;82591;28642
73667;56839;68088
91088;28648;24034
61086;61707;1626
35468;14245;87275
73454;81179;54401
87694;85405;91204
15607;5863;11424
8930;42669;81468
98901;8514;98263
37863;22097;60196
90394;64374;40420
90643;88600;20290
36995;27739;72696
44406;27355;79260
98836;64070;87067
53827;89050;12449
48373;36887;59314
40949;44935;21310
9443;99958;58192
63730;55807;63224
98790;45613;1038
50901;64220;78859
72136;93551;51670
891;91767;88533
44698;42253;51123
12732;12442;43358
79379;92237;59135
30442;44417;53896
88384;312;76492
93828;60246;81265
30631;16130;5928
30801;51435;2610
56878;49794;72822
26383;35031;4908
24682;60611;17184
17670;70199;70487
92612;43611;96140
88975;4113;11675
32682;3440;65007
94817;76415;4338
95828;43149;55042
24658;2579;15083
61104;63790;20528
74631;35407;74774
15970;27237;82181
41001;65546;60613
21268;63057;65914
57716;45150;81093
98459;69255;44477
24878;16289;42468
22160;38339;73818
47427;7581;14917
17251;22814;56646
92645;85011;34158
70921;99079;52047
97574;21022;72338
9748;7693;54717
90222;98785;69987
97156;46299;18533
53087;22351;89348
27291;49759;78024
94804;68371;17039
26772;28619;33002
15277;57254;26437
39546;20371;68753
8161;82042;90702
70663;78483;91543
8141;58226;39502
25554;59345;55205
38579;68176;88126
89253;99765;47511
9024;98305;13834
34580;96437;80952
58227;81799;19189
4836;18435;43538
62053;38637;99612
84611;81728;68824
42766;49337;773
85773;37266;41747
75514;51802;130
69506;7455;42580
45697;42243;32122
44007;28376;86544
41382;37659;54363
88710;21329;58211
99435;27764;36891
37951;1838;8392
53288;29665;24271
21900;69630;55340
36733;87399;56538
88300;33589;13164
16108;10739;83763
76269;86352;58844
1054;38518;40814
50556;71804;30627
52705;39866;16894
4701;42679;47308
24676;14534;99608
17983;61876;65175
99787;61562;31087
2103;96035;13167
44121;48157;61602
36715;3968;86918
59888;19251;4583
68133;95844;76608
680;52524;30409
31896;58470;90945
53438;56448;47724
38823;65400;15119
77724;75535;99370
81219;39729;68108
34053;19057;29033
39409;54058;97629
48916;17812;11634
81820;74351;40927
97450;73669;24344
79801;72104;93208
52722;48772;37263
60573;59314;99336
85452;74971;52265
56782;1619;16089
71323;92412;82721
25750;39512;43462
7314;97254;81478
16114;78360;9191
27563;9631;9857
68734;72064;30010
29624;21729;21694
19116;93635;60406
62592;149;91966
70670;77044;51224
64577;64147;14225
70019;17143;62712
67256;79838;20853
28884;7675;74267
51307;10656;92097
784;7906;24919
93311;78996;99041
74544;28847;14639
28732;34201;44524
91565;84736;16398
88924;80496;443
656;1967;68058
54517;53651;75133
17306;19592;2495
96051;81378;55544
93385;33579;1711
81045;57124;53456
445;5688;1397
40378;95818;52274
20056;56129;62918
21142;84924;30316
71797;2330;3281
86353;13258;76824
38211;18689;15723
18749;77077;51922
31749;88155;1346
76185;80142;72244
83458;12837;68851
99730;63663;64143
23495;21228;10161
77866;99785;76344
41731;96309;58306
52291;96729;86501
69196;68335;37166
44083;14909;87742
7113;8687;60408
14789;5479;45154
51542;23147;37141
9991;56395;42023
8638;31943;92083
76798;26275;19355
43192;53976;30847
5644;31880;95863
64470;32653;43610
54570;80720;83308
80933;1216;48534
43434;29355;18410
37211;16470;80025
31708;23179;28964
97808;99021;22972
83304;94692;78832
33572;2218;77052
84900;7100;26133
13515;90403;58100
96707;71460;92828
77226;84662;25530
50541;51255;11434
74526;85914;32152
92424;14632;74096
66926;77888;43010
72748;19158;69754
55613;47553;77443
25111;30624;58906
63885;44184;24210
870;79777;32728
39813;89723;60474
9861;89566;30713
33484;24596;1891
31438;91028;5039
93713;24604;64073
92062;90350;34720
5947;54993;35701
61032;66857;87455
513;43015;70891
57751;11738;65877
99514;27785;84298
19105;42560;97162
19666;46395;54616
21863;97096;60710
57887;86409;87041
38474;69641;54164
41343;14125;93908
52334;83084;29526
21394;66948;98216
81965;84233;78828
72285;38648;73750
61913;31261;71699
34495;8499;84614
56641;66288;31174
22399;67021;84519
76703;23536;43168
45998;62469;8698
83822;22438;47920
81267;93176;70018
13197;88710;32798
86244;47758;98854
33612;83246;88973
99795;58506;80276
99263;21322;82052
71612;5187;55168
73906;8203;42559
822;51248;89565
4128;36410;37376
1835;35760;99272
18320;29664;97844
54716;75536;1561
28420;4658;18252
50582;48887;33381
96590;57994;2341
82870;75298;45902
61584;768;59638
55080;10779;36002
50937;45544;86703
44745;9162;25625
69165;76305;44545
56799;88746;53323
93115;12449;15053
35692;52979;67112
25725;63678;36187
94513;93694;25544
33107;48341;75658
52408;35259;25321
69825;14712;63060
30376;25953;75027
50398;14292;37891
20278;58529;42845
75780;30738;78281
22062;93400;88173
24210;57747;47658
36213;20776;32768
43625;1260;60858
73883;85331;458
10299;30730;1428
36523;97473;21122
72203;312;39476
32002;61279;52857
77799;14544;81148
44243;40527;84880
18423;11601;54402
73240;39806;14812
86031;70150;59166
89266;59342;4429
58951;22851;30799
93156;34109;91368
16375;95740;14267
81861;90197;9674
96240;53506;35370
74426;13134;55528
99143;19924;39100
38485;66413;64039
52875;30950;1143
71492;19143;9576
98773;84325;1091
3253;71950;38600
92941;64404;25750
53908;93737;8486
1361;34836;98936
52552;46446;65505
87227;17568;60342
66671;58414;13379
38698;29130;34699
71166;56571;12085
79759;98979;57095
5975;25555;32683
68935;78141;96653
66987;1644;53081
53954;3206;76582
47589;24244;85152
37001;57673;76152
21037;3272;32227
63735;92038;84748
11366;74313;83411
90564;85466;97030
71468;77584;39388
20413;76636;93179
25942;14949;81013
86296;27111;91670
55176;13936;49701
67546;95903;74357
72454;35399;16102
85524;43554;7389
82851;81181;18250
81437;98204;32843
12894;17958;53180
18306;15996;18303
2818;19179;43415
98301;77491;76854
87813;11952;51822
74875;3513;99666
35036;25396;49859
20161;81469;51287
68477;64182;48411
5585;36208;57751
6877;20607;58123
80021;10047;27617
42068;17537;15314
71545;14065;24258
18187;39807;56469
70082;45480;21585
667;62479;47901
35307;65181;33046
11186;81890;2872
99281;10289;16486
28728;36195;76014
78932;59326;51622
21503;68993;21664
53854;99116;82211
25350;6891;81735
70886;17313;84244
41417;99608;38303
13411;74734;75056
33452;34823;69536
12941;33640;46532
63762;70649;96984
55061;88395;81120
11881;96396;75327
14232;55965;21968
70407;81084;54423
75815;49287;19377
11207;11156;8417
38147;2076;84777
64814;64198;79903
84215;80299;2978
78367;92664;45024
95702;75688;60174
58705;17026;19820
75412;89238;98729
79452;61013;92178
49403;95117;92954
74558;40496;49224
54324;85692;76940
36545;31159;60568
98746;44381;80590
91400;79912;88791
51004;32094;85207
77247;57740;29637
12695;6979;9511
55570;28415;59946
79679;86344;7006
40062;59199;94988
77000;45412;25999
85646;58574;69633
46938;59199;23982
785;44205;76904
74977;34936;36973
54460;68167;61552
52257;2446;52485
82337;61064;40735
60952;78152;32853
26387;5020;27179
85259;12902;35841
10785;17617;93806
95280;9785;29211
89239;69887;64446
46496;28040;1286
68991;95756;96178
19623;34521;89618
50352;68806;20774
93748;22362;27202
56283;65153;10988
85156;38769;49057
51659;87340;49382
92748;5024;11241
4615;43486;83398
1438;67645;68652
9181;73538;15255
14132;34922;89564
63972;56120;93776
47636;50559;33030
2905;44470;63655
64065;65822;93157
20036;17335;19583
4957;63328;45980
73008;88107;64243
35829;92095;36249
50890;29626;42608
37068;60820;34306
62475;2998;43383
49460;77462;82540
4666;67117;40080
92276;83825;1131
82069;51683;10694
44258;50512;81063
59951;18138;84593
51653;48712;72685
18745;13546;18946
66273;12404;33648
58857;45500;83961
50593;18447;20044
14036;1076;15557
3054;90055;9748
2260;31015;2977
96268;50473;9321
18250;25571;24421
78126;97766;48239
93917;82462;14912
45368;30839;78441
90688;99569;97760
40965;68681;6058
45773;18737;46224
18045;93256;63612
85748;79968;21031
44417;84605;68064
94270;78241;11988
84874;21257;51558
1947;6063;70460
92214;77342;58465
46871;9907;70393
84550;44552;36891
47833;70115;1308
21936;66632;32984
70781;12141;95005
45852;73998;75184
85304;43882;38780
43086;88027;12360
68573;66007;96957
31712;50302;76046
95363;89699;2023
46576;78614;8983
53645;23406;80127
6730;33176;65844
67242;94183;32790
54288;32225;81267
15023;54699;99725
6165;93531;30170
67482;63571;9227
73922;13149;74110
64674;44133;27302
19447;84625;2744
9454;67911;73496
26562;16495;15720
12395;59775;92546
52271;91978;82878
83009;31330;83240
98536;84011;43463
7449;84621;49024
8910;61033;23934
72440;49875;16384
58070;47401;24478
10597;5645;6075
96697;19187;70442
59155;64461;6952
38412;289;47550
88534;75065;79163
34486;61447;47058
30073;90833;42105
63633;48390;43880
4028;18540;45580
44748;93023;73763
94240;99134;20832
58865;38944;7419
67464;59059;75429
8022;62227;37376
19586;64352;98453
9695;71244;16941
85126;75880;44576
92746;97698;95655
97592;34364;41606
13277;46562;79470
76136;77422;5443
11400;5542;25566
1919;91221;94777
17049;82413;97505
25074;11633;23466
43522;65196;45763
5100;56792;74699
26446;10263;2492
60877;18285;91638
36564;53299;72421
65229;16358;18022
42223;4682;4782
14352;69660;14778
86104;14073;5645
83619;11965;82537
86519;61203;50829
12194;47362;40565
53708;60971;11617
80053;83558;788
66237;46263;93930
47407;37143;57535
42091;12319;38978
16421;18368;25014
87267;43677;89410
20916;63989;5676
59390;5928;2656
31531;47379;69075
30603;77196;59880
43646;80896;91232
10049;86567;29284
81210;38726;88514
22969;77526;69204
69785;33031;27213
39342;99772;59408
41959;96524;89064
10691;85564;60407
98548;18096;11881
6435;38905;40749
4012;40373;5063
66526;70180;46717
77257;44284;66196
38202;35735;28496
33706;87192;94260
68607;90535;14371
68579;30329;62275
65233;75543;6990
59967;21325;51482
